#mass, current radial location, au, degrees per day
1.9891e30 0 0 0 # 太陽
3.301e23 316.51912 0.4150455 3.48376 # 水星
4.869e24 80.62214 0.7202599 1.62214 # 金星
5.972e24 90.0 0.9836958 0.95456 # 地球
6.417e23 231.21184 1.5485432 0.50515 # 火星
!
